cancer,edin,p50,is_tumor
KIRP,0.01,0.0714,True
KIRP,0.03,0.0625,False
LGG,0.03,0.0909,True
LIHC,0.0,0.0909,True
LUAD,0.01,0.1000,True
LUSC,0.03,0.0839,True
LUSC,0.06,0.0714,False
OV,0.03,0.0955,True
PAAD,0.01,0.1000,True
PRAD,0.02,0.0833,True
PRAD,0.1,0.0909,False
SARC,0.01,0.1000,True
SKCM,0.04,0.0909,True
STAD,0.06,0.0909,True
TGCT,0.04,0.1167,True
THCA,0.02,0.1000,True
THCA,0.03,0.0917,False
THYM,0.04,0.0714,True
UCEC,0.01,0.0909,True
UCS,0.05,0.0774,True
ACC,0.03,0.1455,True
BLCA,0.04,0.1000,True
BLCA,0.05,0.1000,False
BRCA,0.02,0.1000,True
BRCA,0.06,0.0909,False
CESC,0.04,0.0909,True
COAD,0.0,0.0714,True
DLBC,0.08,0.0909,True
ESCA,0.1,0.1429,True
ESCA,0.09,0.2778,False
HNSC,0.07,0.0833,True
HNSC,0.02,0.1538,False
KICH,0.08,0.1266,False
KIRC,0.05,0.0833,True
KIRC,0.01,0.1818,False
KIRP,0.02,0.0625,True
LGG,0.03,0.1000,True
LIHC,0.0,0.0714,True
LUAD,0.02,0.0909,True
LUSC,0.03,0.0871,True
LUSC,0.02,0.0607,False
OV,0.06,0.1000,True
PAAD,0.01,0.1000,True
PAAD,0.25,0.0769,False
PCPG,0.01,0.1000,True
PRAD,0.03,0.0909,True
PRAD,0.04,0.1154,False
SARC,0.01,0.1538,True
SKCM,0.08,0.0909,True
STAD,0.09,0.1000,True
TGCT,0.06,0.0909,True
THCA,0.03,0.1000,True
THCA,0.05,0.1111,False
THYM,0.04,0.0833,True
UCEC,0.01,0.0871,True
UCEC,0.03,0.1000,False
UCS,0.09,0.0769,True
ACC,0.03,0.0955,True
BLCA,0.01,0.1250,True
BLCA,0.05,0.0909,False
BRCA,0.01,0.1000,True
BRCA,0.06,0.0769,False
CESC,0.03,0.0909,True
COAD,0.0,0.0714,True
DLBC,0.06,0.0871,True
ESCA,0.09,0.1429,True
ESCA,0.09,0.1667,False
HNSC,0.04,0.0833,True
HNSC,0.02,0.1538,False
KIRC,0.04,0.0909,True
KIRC,0.01,0.1000,False
KIRP,0.01,0.0646,True
KIRP,0.03,0.0625,False
LGG,0.03,0.1000,True
LIHC,0.0,0.0769,True
LUAD,0.02,0.0909,True
LUSC,0.02,0.0909,True
LUSC,0.06,0.0714,False
OV,0.06,0.1000,True
PAAD,0.01,0.0909,True
PAAD,0.25,0.0714,False
PCPG,0.01,0.1000,True
PRAD,0.01,0.0833,True
PRAD,0.06,0.0769,False
SARC,0.01,0.1000,True
SKCM,0.05,0.0909,True
STAD,0.1,0.1429,True
STAD,0.03,0.1000,False
TGCT,0.04,0.0955,True
THCA,0.02,0.1000,True
THCA,0.03,0.0749,False
THYM,0.05,0.0833,True
UCEC,0.0,0.0812,True
UCS,0.07,0.0833,True
BLCA,0.0,0.1818,True
BRCA,0.0,0.1841,True
BRCA,0.01,0.1000,False
CESC,0.01,0.1000,True
DLBC,0.02,0.0556,True
ESCA,0.01,0.0767,True
GBM,0.01,0.2000,True
HNSC,0.01,0.0909,True
KIRC,0.0,0.1000,True
LGG,0.01,0.0909,True
LIHC,0.0,0.1000,True
LUAD,0.0,0.1000,True
LUSC,0.01,0.0769,True
OV,0.02,0.1000,True
PRAD,0.01,0.1000,True
SKCM,0.01,0.0667,True
STAD,0.03,0.1000,True
TGCT,0.02,0.0909,True
THCA,0.0,0.0909,True
UCEC,0.0,0.1000,True
BLCA,0.01,0.1000,True
BRCA,0.01,0.1409,True
BRCA,0.04,0.1000,False
CESC,0.02,0.0909,True
DLBC,0.04,0.1203,True
ESCA,0.06,0.1000,True
GBM,0.01,0.3000,True
HNSC,0.02,0.1000,True
KIRC,0.01,0.1743,True
LGG,0.01,0.1000,True
LUAD,0.01,0.1000,True
LUSC,0.01,0.0833,True
OV,0.04,0.1000,True
PRAD,0.01,0.1000,True
SARC,0.0,0.2000,True
SKCM,0.02,0.0955,True
STAD,0.07,0.1250,True
TGCT,0.03,0.0909,True
THCA,0.0,0.0871,True
THYM,0.02,0.1409,True
UCEC,0.0,0.0769,True
UCS,0.04,0.2273,True
ACC,0.01,0.0833,True
BLCA,0.01,0.0833,True
BRCA,0.01,0.0955,True
BRCA,0.02,0.1500,False
CESC,0.02,0.1000,True
DLBC,0.02,0.0909,True
ESCA,0.04,0.0909,True
ESCA,0.09,0.0833,False
GBM,0.01,0.3000,True
HNSC,0.01,0.1909,True
KIRC,0.01,0.1538,True
KIRP,0.01,0.1000,True
LGG,0.01,0.0955,True
LUAD,0.0,0.2000,True
LUSC,0.0,0.0750,True
OV,0.05,0.0833,True
PRAD,0.0,0.1250,True
SARC,0.01,0.2000,True
SKCM,0.01,0.0909,True
STAD,0.05,0.1319,True
TGCT,0.03,0.1000,True
THCA,0.01,0.1000,True
THCA,0.02,0.0833,False
THYM,0.01,0.1000,True
THYM,0.5,0.2000,False
UCEC,0.0,0.0769,True
UCS,0.04,0.0955,True
ACC,0.01,0.0909,True
BLCA,0.01,0.0833,True
BRCA,0.01,0.1715,True
BRCA,0.01,0.1000,False
CESC,0.02,0.1000,True
ESCA,0.06,0.1000,True
ESCA,0.09,0.1333,False
GBM,0.01,0.3000,True
HNSC,0.02,0.1000,True
KIRC,0.01,0.1000,True
KIRP,0.0,0.1000,True
LGG,0.01,0.1409,True
LIHC,0.0,0.1000,True
LUAD,0.0,0.1000,True
LUSC,0.01,0.0833,True
OV,0.04,0.0909,True
PRAD,0.01,0.1000,True
SARC,0.01,0.1500,True
SKCM,0.01,0.1364,True
STAD,0.07,0.1538,True
TGCT,0.03,0.0833,True
THCA,0.02,0.0833,False
THYM,0.01,0.1000,True
UCEC,0.0,0.0955,True
UCS,0.09,0.0909,True
BLCA,0.0,0.0769,True
BRCA,0.01,0.1409,True
BRCA,0.02,0.1000,False
CESC,0.0,0.1000,True
ESCA,0.05,0.0833,True
HNSC,0.01,0.1500,True
LGG,0.01,0.1834,True
LUAD,0.0,0.2000,True
LUSC,0.01,0.2000,True
OV,0.03,0.0871,True
PRAD,0.0,0.0955,True
SKCM,0.01,0.0909,True
STAD,0.05,0.1236,True
THYM,0.01,0.0909,True
UCEC,0.0,0.2000,True
ESCA,0.06,0.0833,True
ESCA,0.09,0.1000,False
GBM,0.01,0.2000,True
HNSC,0.0,0.0833,True
OV,0.03,0.1000,True
SKCM,0.0,0.1667,True
STAD,0.05,0.1834,True
TGCT,0.01,0.1294,True
ESCA,0.06,0.2500,True
ESCA,0.18,0.1313,False
GBM,0.01,0.4000,True
OV,0.04,0.3333,True
STAD,0.11,0.2959,True
STAD,0.03,0.2308,False
UCEC,0.0,0.1000,True
ESCA,0.04,0.1000,True
GBM,0.01,0.2000,True
OV,0.03,0.1667,True
STAD,0.06,0.1678,True
ESCA,0.03,0.1000,True
OV,0.02,0.0839,True
STAD,0.04,0.1000,True
DLBC,0.02,0.0833,True
ESCA,0.1,0.1875,True
OV,0.05,0.1909,True
STAD,0.08,0.1716,True
UCEC,0.0,0.0774,True
DLBC,0.02,0.0769,True
ESCA,0.09,0.1325,True
OV,0.03,0.0909,True
STAD,0.07,0.1548,True
THCA,0.0,0.0909,True
UCEC,0.0,0.0955,True
DLBC,0.02,0.0769,True
ESCA,0.06,0.0833,True
HNSC,0.0,0.0833,True
OV,0.02,0.1000,True
STAD,0.04,0.0909,True
STAD,0.03,0.1000,False
UCEC,0.0,0.2455,True
BLCA,0.01,0.0909,True
BRCA,0.01,0.1000,True
BRCA,0.01,0.0909,False
CESC,0.01,0.1000,True
COAD,0.0,0.3077,True
DLBC,0.02,0.0909,True
ESCA,0.2,0.1538,True
ESCA,0.09,0.0909,False
HNSC,0.02,0.1169,True
KIRC,0.02,0.1000,True
KIRP,0.0,0.1000,True
LGG,0.0,0.0909,True
LIHC,0.0,0.2000,True
LUAD,0.0,0.1538,True
OV,0.11,0.1250,True
PRAD,0.0,0.0714,True
SARC,0.01,0.1334,True
SKCM,0.01,0.0769,True
STAD,0.18,0.0952,True
STAD,0.06,0.0833,False
TGCT,0.05,0.0917,True
THCA,0.01,0.2000,True
THYM,0.04,0.0833,True
UCEC,0.01,0.1909,True
UCS,0.02,0.0833,True
ACC,0.01,0.2000,True
BLCA,0.02,0.1603,True
BRCA,0.02,0.1791,True
BRCA,0.04,0.2364,False
CESC,0.02,0.1556,True
COAD,0.01,0.2560,True
DLBC,0.1,0.1250,True
ESCA,0.33,0.3182,True
ESCA,0.18,0.0871,False
HNSC,0.04,0.2000,True
KIRC,0.03,0.2583,True
KIRP,0.01,0.1667,True
KIRP,0.03,0.1000,False
LGG,0.01,0.1818,True
LUAD,0.01,0.2000,True
LUSC,0.0,0.1654,True
LUSC,0.02,0.2000,False
OV,0.15,0.3000,True
PRAD,0.01,0.1667,True
PRAD,0.02,0.2000,False
SARC,0.01,0.1603,True
SKCM,0.02,0.2083,True
STAD,0.26,0.2727,True
STAD,0.03,0.0551,False
TGCT,0.09,0.1056,True
THCA,0.02,0.1000,True
THYM,0.06,0.2000,True
UCEC,0.01,0.4000,True
UCEC,0.03,0.2000,False
UCS,0.09,0.2000,True
ACC,0.01,0.2000,True
BLCA,0.01,0.3452,True
BRCA,0.02,0.2361,True
BRCA,0.03,0.5000,False
CESC,0.02,0.1056,True
COAD,0.01,0.5595,True
DLBC,0.1,0.1667,True
ESCA,0.36,0.3810,True
ESCA,0.09,0.0833,False
HNSC,0.04,0.2308,True
KIRC,0.03,0.2250,True
KIRP,0.01,0.1667,True
KIRP,0.03,0.1667,False
LGG,0.01,0.2727,True
LUAD,0.01,0.1654,True
LUSC,0.0,0.1654,True
LUSC,0.02,0.3000,False
OV,0.16,0.2941,True
PRAD,0.01,0.1923,True
PRAD,0.02,0.0909,False
SARC,0.01,0.1667,True
SKCM,0.01,0.1818,True
STAD,0.28,0.3143,True
STAD,0.12,0.0833,False
TGCT,0.12,0.2000,True
THCA,0.02,0.1000,True
THYM,0.07,0.2177,True
UCEC,0.01,0.3308,True
UCEC,0.03,0.3000,False
UCS,0.09,0.2667,True
BLCA,0.0,0.0667,True
BRCA,0.01,0.1667,True
BRCA,0.01,0.1000,False
CESC,0.01,0.1000,True
DLBC,0.04,0.0718,True
ESCA,0.19,0.0909,True
HNSC,0.01,0.0750,True
KIRC,0.01,0.0909,True
KIRP,0.01,0.1409,True
KIRP,0.03,0.1000,False
LGG,0.0,0.1185,True
LUAD,0.0,0.1000,True
LUSC,0.0,0.0909,True
OV,0.06,0.0955,True
PRAD,0.0,0.0714,True
PRAD,0.02,0.0833,False
SARC,0.0,0.0833,True
SKCM,0.01,0.1000,True
STAD,0.14,0.1000,True
TGCT,0.06,0.0909,True
THCA,0.01,0.0871,True
THYM,0.03,0.0667,True
UCEC,0.01,0.1000,True
UCEC,0.03,0.0909,False
UCS,0.05,0.0909,True
BLCA,0.03,0.2000,True
BRCA,0.03,0.2353,True
BRCA,0.03,0.1818,False
CESC,0.02,0.1818,True
COAD,0.0,0.2000,True
DLBC,0.08,0.1269,True
ESCA,0.43,0.2143,True
ESCA,0.18,0.0729,False
HNSC,0.06,0.2072,True
KIRC,0.06,0.1667,True
KIRC,0.03,0.2000,False
KIRP,0.01,0.2500,True
LGG,0.02,0.1909,True
LUAD,0.0,0.2500,True
LUSC,0.01,0.0909,True
LUSC,0.02,0.2308,False
OV,0.16,0.2632,True
PAAD,0.01,0.0909,True
PCPG,0.01,0.4000,True
PRAD,0.02,0.2000,True
SARC,0.03,0.2000,True
SKCM,0.03,0.1678,True
STAD,0.31,0.2248,True
STAD,0.16,0.1000,False
TGCT,0.12,0.1579,True
THCA,0.03,0.1429,True
THCA,0.02,0.0833,False
THYM,0.08,0.1483,True
THYM,0.5,0.1000,False
UCEC,0.03,0.3500,True
UCEC,0.03,0.2727,False
UCS,0.21,0.1909,True
ACC,0.03,0.1288,True
BLCA,0.03,0.0909,True
BRCA,0.03,0.1791,True
BRCA,0.04,0.0909,False
CESC,0.03,0.1027,True
DLBC,0.06,0.1429,True
ESCA,0.46,0.1667,True
ESCA,0.09,0.0714,False
HNSC,0.08,0.1349,True
KICH,0.02,0.3636,True
KIRC,0.06,0.0909,True
KIRC,0.01,0.0833,False
KIRP,0.02,0.1333,True
KIRP,0.03,0.0909,False
LAML,0.02,0.1000,True
LGG,0.02,0.1743,True
LUAD,0.01,0.1269,True
LUSC,0.01,0.1000,True
LUSC,0.06,0.2000,False
MESO,0.01,0.1000,True
OV,0.15,0.1381,True
PRAD,0.03,0.1394,True
SARC,0.04,0.2000,True
SKCM,0.04,0.1269,True
STAD,0.32,0.1465,True
STAD,0.12,0.1102,False
TGCT,0.14,0.1381,True
THCA,0.03,0.0909,True
THCA,0.02,0.0833,False
THYM,0.08,0.1255,True
THYM,1.0,0.0857,False
UCEC,0.03,0.1548,True
UCEC,0.03,0.2500,False
UCS,0.27,0.1667,True
BRCA,0.0,0.0909,True
ESCA,0.01,0.1062,True
HNSC,0.0,0.0625,True
KIRC,0.0,0.1126,True
LGG,0.0,0.2000,True
OV,0.0,0.3333,True
SARC,0.01,0.1710,True
UCS,0.02,0.0667,True
HNSC,0.0,0.0526,True
SKCM,0.0,0.0667,True
HNSC,0.0,0.0667,True
ACC,0.04,0.0625,True
BLCA,0.02,0.0588,True
BLCA,0.05,0.0588,False
BRCA,0.03,0.0435,True
BRCA,0.01,0.0333,False
CESC,0.02,0.0625,True
CHOL,0.11,0.1667,False
COAD,0.01,0.0769,True
DLBC,0.02,0.0622,True
ESCA,0.02,0.0233,True
GBM,0.02,0.0513,True
HNSC,0.03,0.0526,True
HNSC,0.02,0.0644,False
KICH,0.04,0.0526,False
KIRC,0.02,0.0476,True
KIRC,0.06,0.0697,False
KIRP,0.01,0.0909,True
KIRP,0.03,0.0962,False
LGG,0.03,0.0500,True
LIHC,0.01,0.0769,True
LUAD,0.03,0.0500,True
LUSC,0.03,0.0476,True
LUSC,0.04,0.0634,False
OV,0.02,0.0323,True
PAAD,0.03,0.0697,True
PCPG,0.02,0.0750,True
PRAD,0.03,0.0528,True
PRAD,0.04,0.0648,False
READ,0.01,0.0667,True
SARC,0.02,0.0455,True
SKCM,0.03,0.0500,True
STAD,0.03,0.0278,True
TGCT,0.03,0.0345,True
THCA,0.03,0.0667,True
THCA,0.02,0.0477,False
THYM,0.03,0.0294,True
UCEC,0.01,0.0468,True
UCS,0.07,0.0788,True
ACC,0.01,0.1000,True
BLCA,0.01,0.0812,True
BRCA,0.01,0.0490,True
CESC,0.01,0.0588,True
COAD,0.01,0.0955,True
ESCA,0.01,0.0204,True
GBM,0.01,0.0541,True
HNSC,0.0,0.0312,True
KIRC,0.01,0.0385,True
KIRC,0.01,0.0833,False
KIRP,0.01,0.0625,True
LGG,0.01,0.0379,True
LIHC,0.0,0.0556,True
LUAD,0.01,0.0667,True
LUSC,0.01,0.0500,True
OV,0.01,0.0332,True
PAAD,0.01,0.0714,True
PRAD,0.01,0.0488,True
PRAD,0.02,0.0909,False
SARC,0.0,0.0410,True
SKCM,0.01,0.0526,True
STAD,0.0,0.0217,True
THCA,0.01,0.0646,True
THCA,0.02,0.1667,False
UCEC,0.01,0.0588,True
UCS,0.02,0.0714,True
BRCA,0.0,0.0909,True
ESCA,0.01,0.0142,True
KIRC,0.0,0.0794,True
LUAD,0.0,0.0584,True
LUSC,0.0,0.0674,True
OV,0.0,0.0222,True
PRAD,0.0,0.0570,True
SKCM,0.0,0.1000,True
STAD,0.01,0.0241,True
UCEC,0.0,0.1000,True
UCS,0.02,0.0714,True
ACC,0.06,0.0909,True
BLCA,0.08,0.0833,True
BLCA,0.16,0.1000,False
BRCA,0.19,0.0833,True
BRCA,0.09,0.0591,False
CESC,0.17,0.0833,True
CHOL,0.06,0.1654,True
COAD,0.06,0.0714,True
COAD,0.02,0.0909,False
DLBC,0.15,0.0625,True
ESCA,0.43,0.0536,True
ESCA,0.27,0.0397,False
GBM,0.19,0.0625,True
HNSC,0.16,0.0801,True
HNSC,0.07,0.1000,False
KICH,0.02,0.1000,True
KICH,0.12,0.0769,False
KIRC,0.16,0.0742,True
KIRC,0.18,0.0742,False
KIRP,0.03,0.0788,True
KIRP,0.09,0.0625,False
LAML,0.07,0.0833,True
LGG,0.17,0.0769,True
LIHC,0.03,0.0909,True
LUAD,0.16,0.0769,True
LUAD,0.02,0.0909,False
LUSC,0.14,0.0714,True
LUSC,0.22,0.0714,False
MESO,0.09,0.0833,True
OV,0.34,0.0638,True
PAAD,0.08,0.0871,True
PAAD,0.25,0.0588,False
PCPG,0.08,0.0833,True
PRAD,0.12,0.0769,True
PRAD,0.1,0.0909,False
READ,0.04,0.0606,True
READ,0.2,0.0834,False
SARC,0.19,0.0833,True
SKCM,0.14,0.0667,True
STAD,0.34,0.0541,True
STAD,0.31,0.0643,False
TGCT,0.28,0.0606,True
THCA,0.09,0.0833,True
THCA,0.1,0.0909,False
THYM,0.13,0.0588,True
THYM,0.5,0.0436,False
UCEC,0.11,0.0833,True
UCEC,0.14,0.0833,False
UCS,0.21,0.0833,True
UVM,0.04,0.0909,True
ACC,0.05,0.1000,True
BLCA,0.06,0.0667,True
BLCA,0.11,0.0749,False
BRCA,0.08,0.0625,True
BRCA,0.03,0.0417,False
CESC,0.08,0.0625,True
CHOL,0.03,0.0714,True
COAD,0.04,0.0714,True
DLBC,0.08,0.0557,True
ESCA,0.17,0.0364,True
ESCA,0.09,0.0451,False
GBM,0.06,0.0500,True
GBM,0.2,0.0625,False
HNSC,0.09,0.0625,True
HNSC,0.05,0.0667,False
KICH,0.03,0.2381,True
KICH,0.04,0.0612,False
KIRC,0.05,0.0625,True
KIRC,0.06,0.0885,False
KIRP,0.04,0.0711,True
KIRP,0.03,0.0728,False
LAML,0.04,0.0909,True
LGG,0.05,0.0588,True
LIHC,0.01,0.0833,True
LUAD,0.06,0.0714,True
LUAD,0.03,0.0839,False
LUSC,0.07,0.0667,True
LUSC,0.08,0.0606,False
MESO,0.03,0.0667,True
OV,0.15,0.0460,True
PAAD,0.03,0.0646,True
PCPG,0.04,0.0833,True
PRAD,0.05,0.0769,True
PRAD,0.02,0.0633,False
READ,0.02,0.0813,True
SARC,0.11,0.0667,True
SKCM,0.06,0.0625,True
STAD,0.09,0.0333,True
STAD,0.16,0.0625,False
TGCT,0.08,0.0455,True
THCA,0.04,0.0769,True
THCA,0.05,0.0769,False
THYM,0.03,0.0417,True
UCEC,0.05,0.0769,True
UCS,0.16,0.0625,True
UVM,0.02,0.0556,True
HNSC,0.0,0.0667,True
BLCA,0.01,0.0557,True
BRCA,0.01,0.0500,True
BRCA,0.01,0.0769,False
CESC,0.02,0.0625,True
COAD,0.01,0.0628,True
ESCA,0.02,0.0250,True
GBM,0.01,0.0459,True
HNSC,0.0,0.0395,True
KIRC,0.01,0.0488,True
KIRC,0.01,0.0556,False
KIRP,0.02,0.0833,True
LGG,0.01,0.0667,True
LIHC,0.01,0.0588,True
LUAD,0.01,0.0833,True
LUAD,0.03,0.0718,False
LUSC,0.01,0.0596,True
MESO,0.02,0.0695,True
OV,0.02,0.0354,True
PAAD,0.01,0.0625,True
PCPG,0.01,0.0693,True
PRAD,0.01,0.0625,True
READ,0.1,0.0909,False
SARC,0.02,0.0476,True
SKCM,0.0,0.0513,True
STAD,0.01,0.0227,True
TGCT,0.01,0.0400,True
THCA,0.01,0.0667,True
THCA,0.02,0.0588,False
UCEC,0.01,0.1000,True
UCEC,0.03,0.0833,False
UCS,0.04,0.0714,True
BRCA,0.0,0.0663,True
BLCA,0.0,0.0909,True
LUAD,0.0,0.0909,True
ACC,0.01,0.1176,True
BLCA,0.03,0.0476,True
BLCA,0.11,0.0833,False
BRCA,0.04,0.0548,True
BRCA,0.03,0.0500,False
CESC,0.02,0.0625,True
CHOL,0.03,0.0556,True
COAD,0.01,0.0588,True
COAD,0.02,0.0714,False
DLBC,0.02,0.0417,True
ESCA,0.09,0.0319,True
GBM,0.02,0.0509,True
HNSC,0.03,0.0476,True
KIRC,0.03,0.0541,True
KIRC,0.04,0.0576,False
KIRP,0.02,0.0774,True
KIRP,0.09,0.0833,False
LAML,0.01,0.1333,True
LGG,0.05,0.0500,True
LIHC,0.01,0.0628,True
LUAD,0.03,0.0445,True
LUAD,0.05,0.0909,False
LUSC,0.02,0.0345,True
LUSC,0.02,0.0390,False
OV,0.07,0.0580,True
PAAD,0.02,0.0833,True
PCPG,0.04,0.0769,True
PRAD,0.03,0.0606,True
PRAD,0.04,0.0526,False
READ,0.04,0.0812,True
SARC,0.02,0.0455,True
SKCM,0.03,0.0476,True
STAD,0.05,0.0323,True
STAD,0.09,0.0595,False
TGCT,0.03,0.0385,True
THCA,0.04,0.0742,True
THCA,0.02,0.0435,False
THYM,0.03,0.0411,True
UCEC,0.03,0.0714,True
UCEC,0.03,0.0588,False
UCS,0.05,0.0436,True
UVM,0.02,0.0955,True
LGG,0.0,0.0556,True
LUSC,0.0,0.0870,True
ACC,0.01,0.0667,True
BLCA,0.0,0.0487,True
BRCA,0.02,0.0500,True
BRCA,0.01,0.0417,False
CESC,0.02,0.0556,True
CHOL,0.03,0.0588,True
COAD,0.0,0.0610,True
COAD,0.05,0.0749,False
ESCA,0.01,0.0294,True
HNSC,0.02,0.0500,True
HNSC,0.02,0.0625,False
KICH,0.04,0.0588,False
KIRC,0.01,0.0385,True
KIRC,0.01,0.0601,False
KIRP,0.01,0.0769,True
LAML,0.01,0.0909,True
LGG,0.0,0.0345,True
LIHC,0.02,0.0909,False
LUAD,0.01,0.0345,True
LUAD,0.02,0.0667,False
LUSC,0.01,0.0294,True
LUSC,0.02,0.0417,False
MESO,0.01,0.0572,True
OV,0.01,0.0339,True
PAAD,0.02,0.0952,True
PCPG,0.02,0.0572,True
PRAD,0.01,0.0606,True
SARC,0.01,0.0769,True
SKCM,0.01,0.0466,True
STAD,0.01,0.0385,True
THCA,0.0,0.0435,True
THCA,0.02,0.0588,False
UCEC,0.01,0.0714,True
UVM,0.01,0.0530,True
LGG,0.0,0.0625,True
ACC,0.23,0.0833,True
BLCA,0.35,0.0976,True
BLCA,0.37,0.0714,False
BRCA,0.48,0.0870,True
BRCA,0.3,0.0616,False
CESC,0.38,0.0769,True
CESC,0.33,0.0705,False
CHOL,0.33,0.0801,True
CHOL,0.22,0.1169,False
COAD,0.21,0.0833,True
COAD,0.22,0.0871,False
DLBC,0.27,0.0714,True
ESCA,0.67,0.0974,True
ESCA,0.36,0.0513,False
GBM,0.41,0.0909,True
GBM,0.4,0.0741,False
HNSC,0.43,0.0833,True
HNSC,0.14,0.0588,False
KICH,0.25,0.0909,True
KICH,0.42,0.1000,False
KIRC,0.43,0.0857,True
KIRC,0.43,0.0833,False
KIRP,0.22,0.0714,True
KIRP,0.47,0.0769,False
LAML,0.18,0.0755,True
LGG,0.54,0.0882,True
LIHC,0.16,0.1000,True
LIHC,0.06,0.1000,False
LUAD,0.41,0.0909,True
LUAD,0.32,0.0691,False
LUSC,0.41,0.0806,True
LUSC,0.45,0.0833,False
MESO,0.29,0.0890,True
OV,0.37,0.1143,True
PAAD,0.26,0.1000,True
PAAD,0.25,0.0526,False
PCPG,0.34,0.1000,True
PCPG,0.33,0.1429,False
PRAD,0.32,0.0686,True
PRAD,0.38,0.0691,False
READ,0.29,0.0769,True
READ,0.2,0.0919,False
SARC,0.49,0.0890,True
SKCM,0.37,0.0748,True
SKCM,1.0,0.0769,False
STAD,0.49,0.1071,True
STAD,0.28,0.0917,False
TGCT,0.46,0.0769,True
THCA,0.3,0.0811,True
THCA,0.4,0.0714,False
THYM,0.34,0.0625,True
THYM,0.5,0.1429,False
UCEC,0.26,0.0909,True
UCEC,0.31,0.0667,False
UCS,0.36,0.0588,True
UVM,0.2,0.0909,True
ACC,0.18,0.0909,True
BLCA,0.32,0.0870,True
BLCA,0.32,0.0628,False
BRCA,0.52,0.1000,True
BRCA,0.27,0.0564,False
CESC,0.43,0.0870,True
CHOL,0.36,0.0833,True
CHOL,0.11,0.0909,False
COAD,0.22,0.0769,True
COAD,0.24,0.0909,False
DLBC,0.27,0.0526,True
ESCA,0.73,0.1190,True
ESCA,0.27,0.0556,False
GBM,0.49,0.0931,True
GBM,0.4,0.0667,False
HNSC,0.44,0.0895,True
HNSC,0.16,0.0714,False
KICH,0.15,0.0769,True
KICH,0.5,0.0718,False
KIRC,0.41,0.0833,True
KIRC,0.5,0.0909,False
KIRP,0.22,0.0833,True
KIRP,0.34,0.0651,False
LAML,0.25,0.0769,True
LGG,0.59,0.1000,True
LIHC,0.16,0.1292,True
LIHC,0.06,0.1000,False
LUAD,0.39,0.0909,True
LUAD,0.32,0.0871,False
LUSC,0.41,0.0833,True
LUSC,0.37,0.0789,False
MESO,0.38,0.1027,True
OV,0.41,0.1250,True
PAAD,0.27,0.0984,True
PCPG,0.36,0.1048,True
PCPG,0.67,0.0884,False
PRAD,0.32,0.0714,True
PRAD,0.31,0.0820,False
READ,0.22,0.0833,True
READ,0.5,0.0909,False
SARC,0.49,0.0952,True
SKCM,0.4,0.0759,True
STAD,0.55,0.1053,True
STAD,0.25,0.0769,False
TGCT,0.53,0.0811,True
THCA,0.32,0.0769,True
THCA,0.33,0.0718,False
THYM,0.32,0.0564,True
THYM,0.5,0.0714,False
UCEC,0.28,0.1000,True
UCEC,0.23,0.0667,False
UCS,0.48,0.1027,True
UVM,0.16,0.0714,True
ACC,0.04,0.0714,True
BLCA,0.05,0.0588,True
BLCA,0.05,0.0750,False
BRCA,0.07,0.0556,True
BRCA,0.03,0.0450,False
CESC,0.05,0.0625,True
CHOL,0.08,0.0909,True
COAD,0.03,0.0625,True
COAD,0.02,0.0833,False
DLBC,0.04,0.0588,True
ESCA,0.12,0.0364,True
ESCA,0.09,0.0571,False
GBM,0.1,0.0667,True
HNSC,0.06,0.0500,True
KICH,0.05,0.0714,True
KIRC,0.05,0.0455,True
KIRC,0.12,0.0556,False
KIRP,0.03,0.0646,True
KIRP,0.09,0.0667,False
LAML,0.03,0.0667,True
LGG,0.07,0.0526,True
LIHC,0.02,0.0833,True
LUAD,0.05,0.0526,True
LUAD,0.02,0.0639,False
LUSC,0.04,0.0400,True
LUSC,0.02,0.0376,False
MESO,0.05,0.0625,True
OV,0.06,0.0526,True
PAAD,0.03,0.0694,True
PCPG,0.03,0.0588,True
PRAD,0.05,0.0500,True
PRAD,0.08,0.0572,False
READ,0.04,0.0646,True
SARC,0.05,0.0435,True
SKCM,0.04,0.0488,True
STAD,0.09,0.0381,True
STAD,0.03,0.0303,False
TGCT,0.04,0.0323,True
THCA,0.04,0.0742,True
THCA,0.02,0.0542,False
THYM,0.03,0.0385,True
UCEC,0.05,0.0691,True
UCEC,0.06,0.0894,False
UCS,0.04,0.0463,True
UVM,0.02,0.0667,True
BLCA,0.0,0.0667,True
KIRP,0.0,0.0769,True
LGG,0.0,0.0909,True
LUSC,0.0,0.0526,True
BRCA,0.0,0.0750,True
LUAD,0.0,0.0667,True
SKCM,0.0,0.1071,True
THCA,0.0,0.0714,True
ACC,0.01,0.0714,True
BLCA,0.02,0.0742,True
BRCA,0.02,0.0556,True
CESC,0.02,0.0556,True
COAD,0.0,0.0625,True
COAD,0.02,0.0909,False
ESCA,0.04,0.0308,True
GBM,0.01,0.0400,True
GBM,0.2,0.0526,False
HNSC,0.01,0.0488,True
KIRC,0.01,0.0556,True
KIRC,0.04,0.0769,False
KIRP,0.02,0.0718,True
LAML,0.01,0.0490,True
LGG,0.04,0.0714,True
LUAD,0.02,0.0591,True
LUAD,0.03,0.0909,False
LUSC,0.01,0.0365,True
OV,0.03,0.0528,True
PAAD,0.01,0.0769,True
PCPG,0.02,0.0718,True
PRAD,0.03,0.0667,True
